Dato,Avdeling,Batch,Anlegg,Biomasse,Tilvekst,Alkalitet,Kalsium,Co2,Co2UtKar,Farge,NitrogenProsent,No3,No2,OksygenProsent,pH_etter,pH_foer,SalinitetProsent,DriftsvannGraderC,RaavannGraderC,TAN,Turbiditet,TotaltGasstrykkProsent
2023-12-26,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,26680.33807,678.10000,,,5.2000,,15.0000,,29.8000,0.2100,98.0000,7.5300,7.2100,3.0000,14.0000,3.0000,0.4000,5.0000,
2023-12-27,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,27327.45807,647.12000,,,5.1000,,18.0000,,35.2000,0.4600,90.0000,7.5200,7.1600,3.0000,14.6000,,0.2800,8.0000,
2023-12-28,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,27897.39807,569.94000,68.0000,,42.0000,,19.0000,,37.1000,0.3000,92.0000,7.5400,7.1900,3.0000,14.0000,,0.2000,15.0000,
2023-12-29,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,28476.87807,579.48000,76.0000,,3.8000,,10.0000,,35.8000,0.0600,94.0000,7.6100,7.2300,2.9000,14.8000,,0.2000,10.0000,
2023-12-30,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,29057.37807,580.50000,,,4.4000,,13.0000,,30.7000,0.2200,96.0000,7.5300,7.1700,3.1000,14.1000,,0.3300,8.0000,
2023-12-31,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,29652.87807,595.50000,,,4.6000,,16.0000,,28.0000,0.1700,90.0000,7.5200,7.1000,3.4000,14.7000,,0.3200,6.0000,
2024-01-01,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,30289.93002,637.05195,62.4000,,5.4000,,56.0000,,16.6000,0.1700,93.0000,7.4300,7.0600,2.9000,14.7000,2.7000,0.1800,7.0000,
2024-01-02,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,30988.13002,698.20000,,,6.6000,,16.0000,,21.0000,0.2600,90.0000,7.2500,6.9000,2.6000,15.0000,,0.2300,8.0000,
2024-01-03,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,31714.45002,726.32000,50.4000,,4.9000,,17.0000,,26.3000,0.1800,95.0000,7.3500,6.9600,2.6000,15.0000,,0.2000,8.0000,
2024-01-04,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,32503.50169,789.05167,,,5.2000,,11.0000,,29.9000,0.2800,96.0000,7.3400,6.9700,3.2000,15.0000,,0.2000,9.0000,
2024-01-05,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,33332.22169,828.72000,55.0000,,5.1000,,10.0000,,29.5000,0.3100,95.0000,7.3400,6.9800,3.1000,14.9000,,0.2000,8.0000,
2024-01-06,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,34194.22169,862.00000,,,5.6000,,16.0000,,28.3000,0.2300,94.0000,7.3100,6.9700,3.0000,14.7000,,0.2000,7.0000,
2024-01-07,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,35079.22169,885.00000,,,,,10.0000,,46.3000,0.3900,,,,,,,0.2900,6.0000,
2024-01-08,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,35925.23655,846.01486,46.8000,,6.2000,,11.0000,,51.6000,0.3800,96.0000,7.3000,6.9700,3.0000,15.0000,,0.2900,6.0000,
2024-01-09,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,36761.58911,836.35256,,,5.8000,,,,,,90.0000,,,3.0000,14.6000,,,,
2024-01-10,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,37637.58911,876.00000,53.0000,,5.9000,,15.0000,,48.4000,0.4500,100.0000,7.3900,7.0400,3.1000,14.7000,,0.2900,6.0000,
2024-01-11,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,38421.03850,783.44939,,,6.1000,,,,,0.4900,98.0000,7.3900,7.0500,3.1000,14.7000,,,6.0000,
2024-01-12,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,39199.58850,778.55000,62.4000,,6.0000,,15.0000,,50.0000,0.5300,98.0000,7.2600,7.0600,3.0000,14.7000,,0.3500,7.0000,
2024-01-13,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,39986.82850,787.24000,74.0000,,5.8000,,16.0000,,74.0600,0.5300,96.0000,7.2800,7.0700,3.0000,14.4000,,0.3200,7.0000,
2024-01-14,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,40766.82850,780.00000,72.4000,,61.0000,,16.0000,,68.0800,0.5100,95.0000,7.2900,7.0700,3.0000,14.5000,,0.3100,7.0000,
2024-01-15,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,41554.06850,787.24000,73.2000,,6.8000,,14.0000,,95.1200,0.5900,93.0000,7.2600,7.0600,3.0000,14.6000,2.8000,0.3600,6.0000,
2024-01-16,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,42363.06850,809.00000,69.2000,,7.2000,,14.0000,,73.2000,0.5900,95.0000,7.2200,7.0500,3.0000,14.6000,,0.3500,6.0000,
2024-01-17,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,43202.06850,839.00000,74.4000,,7.0000,,14.0000,,88.8000,0.7200,92.0000,7.2200,7.0400,3.0000,14.5000,,0.4400,5.0000,
2024-01-18,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,44077.63710,875.56860,48.0000,,7.4000,,16.0000,,64.6000,0.5100,92.0000,7.1500,6.9600,3.0000,14.3000,,0.4000,4.0000,
2024-01-19,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,44989.63710,912.00000,38.8000,,6.8000,,,,48.0000,0.6300,95.0000,7.2400,7.0200,2.9000,14.5000,2.8000,0.4100,4.0000,
2024-01-20,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,45935.63710,946.00000,69.6000,,7.5000,,,,49.6000,0.5500,95.0000,7.3000,7.1000,2.9000,14.5000,2.8000,0.4900,4.0000,
2024-01-21,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,46909.13710,973.50000,,,6.2000,,32.0000,,35.8000,0.4300,95.0000,7.4500,7.2000,3.0000,14.5000,2.8000,0.3400,4.0000,
2024-01-22,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,47904.13710,995.00000,104.0000,,6.7000,,13.0000,,41.2000,0.3100,95.0000,7.4900,7.2500,2.8000,14.5000,2.8000,0.2700,4.0000,
2024-01-23,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,48950.13710,1046.00000,,,6.9000,,30.0000,,37.2000,0.5600,95.0000,7.4700,7.2500,3.0000,14.5000,,0.3500,4.0000,
2024-01-24,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,49959.89793,1009.76083,89.2000,,7.3000,,25.0000,,48.0000,0.7500,89.0000,7.4000,7.1600,3.0000,14.5000,,0.4400,2.0000,
2024-01-25,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,50949.39793,989.50000,72.0000,,8.0000,,20.0000,,47.1000,0.8400,89.0000,7.3100,7.0600,3.0000,14.4000,,0.5900,2.0000,
2024-01-26,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,51924.88916,975.49123,61.2000,,7.5000,,40.0000,,27.7000,0.6000,89.0000,7.2900,7.0600,3.1000,14.5000,,0.3600,3.0000,
2024-01-27,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,52843.88916,919.00000,83.2000,,6.8000,,17.0000,,33.7000,0.5000,90.0000,7.3300,7.0400,2.0000,14.5000,,0.4200,2.0000,
2024-01-29,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,54704.05532,934.66616,65.6000,,8.8000,,19.0000,,46.7000,0.8600,98.0000,7.1900,6.9800,3.0000,14.3000,,0.6800,2.0000,
2024-01-30,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,55644.79532,940.74000,68.8000,,8.8000,,17.0000,,44.5000,0.8100,95.0000,7.2400,7.0100,3.1000,14.4000,1.7000,0.6300,2.0000,
2024-01-31,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,56616.46532,971.67000,81.6000,,8.4000,,19.0000,,29.5000,0.7000,95.0000,7.3100,7.0800,3.1000,14.4000,,0.5000,2.0000,
2024-02-01,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,57583.61532,967.15000,80.0000,,8.1000,,16.0000,,39.9000,0.7000,88.0000,7.3400,7.1000,3.1000,14.3000,,0.4600,2.0000,
2024-02-02,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,58550.57532,966.96000,87.2000,,8.4000,,18.0000,,48.7000,0.7500,96.0000,7.3500,7.1000,3.1000,14.4000,,0.4700,3.0000,
2024-02-03,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,59526.67532,976.10000,96.0000,,7.8000,,17.0000,,28.7000,0.5300,96.0000,7.4100,7.1700,3.1000,14.3000,,0.2600,2.0000,
2024-02-04,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,60521.91532,995.24000,99.2000,,7.5000,,13.0000,,33.6000,0.3400,98.0000,7.4700,7.2300,3.1000,14.1000,,0.2300,2.0000,
2024-02-05,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,61544.27314,1022.35782,90.4000,,8.8000,,14.0000,,46.7000,0.7700,96.0000,7.4000,7.1500,3.1000,14.4000,1.7000,0.4500,2.0000,
2024-02-06,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,62574.13314,1029.86000,78.4000,,8.9000,,23.0000,,32.0000,0.7300,93.0000,7.3700,7.1200,3.3000,14.3000,1.6000,0.3700,3.0000,
2024-02-07,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,63632.95314,1058.82000,93.2000,,7.8000,,15.0000,,43.7000,0.4900,106.0000,7.3600,7.1200,3.4000,14.4000,1.6000,0.2800,3.0000,
2024-02-08,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,64711.77542,1078.82228,96.0000,,12.0000,,20.0000,,29.5000,1.1100,91.0000,7.2800,7.0500,3.3000,14.6000,1.6000,1.4200,3.0000,
2024-02-09,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,65722.47542,1010.70000,81.2000,,12.1000,,14.0000,,34.8000,0.8900,92.0000,7.2000,6.9900,3.2000,14.3000,,1.4300,5.0000,
2024-02-10,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,66886.87542,1164.40000,,,12.3000,,17.0000,,33.2000,0.9300,92.0000,7.1100,6.9100,3.1000,14.5000,1.6000,1.3200,2.0000,
2024-02-11,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,68051.27542,1164.40000,65.6000,,11.9000,,14.0000,,43.1000,0.9100,94.0000,7.1300,6.8900,3.0000,14.5000,1.6000,1.3200,2.0000,
2024-02-12,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,69234.52587,1183.25045,64.8000,,12.0000,,22.0000,,36.7000,0.8600,96.0000,7.1500,6.9200,3.0000,14.2000,,1.3800,2.0000,
2024-02-13,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,70436.13587,1201.61000,71.1000,,13.0000,,24.0000,,34.3000,1.0600,89.0000,7.1400,6.9300,3.0000,14.5000,,1.4700,3.0000,
2024-02-14,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,71674.23587,1238.10000,69.2000,,13.6000,,16.0000,,37.1000,1.2000,90.0000,7.1400,6.9400,2.9000,14.5000,,1.6200,2.0000,
2024-02-15,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,72926.41013,1252.17426,71.1000,,13.6000,,18.0000,,37.5000,1.0400,88.0000,7.1700,6.8800,2.9000,14.5000,,1.6500,2.0000,
2024-02-16,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,74192.08600,1265.67587,77.0000,,14.8000,,24.0000,,39.0000,1.3800,90.0000,7.1600,6.8900,2.9000,14.5000,,1.6900,3.0000,
2024-02-17,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,75491.76511,1299.67911,,,14.1000,,18.0000,,40.9000,1.4000,90.0000,7.1600,9.6100,2.9000,14.5000,,1.6700,4.0000,
2024-02-18,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,76826.01123,1334.24612,71.2000,,14.5000,,14.0000,,38.9000,1.4500,92.0000,7.2100,6.9500,2.9000,14.5000,,1.6500,6.0000,
2024-02-19,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,78177.47123,1351.46000,104.0000,,14.4000,,11.0000,,59.6000,1.4000,92.0000,7.2300,6.9600,2.9000,14.5000,,1.5300,8.0000,
2024-02-20,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,79529.27087,1351.79964,96.8000,,14.5000,,18.0000,,61.8000,1.3500,93.0000,7.2300,6.9500,2.9000,14.6000,,1.6000,8.0000,
2024-02-21,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,80859.71087,1330.44000,90.8000,,15.8000,,17.0000,,64.0000,1.3800,93.0000,7.1300,6.8800,2.9000,14.6000,,1.7000,8.0000,
2024-02-22,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,82114.49962,1254.78875,90.1000,,15.2000,,11.0000,,65.6000,1.2700,92.0000,7.1400,6.8400,2.9000,14.7000,,1.6400,7.0000,
2024-02-23,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,83400.49962,1286.00000,84.4000,,13.9000,,16.0000,,64.0000,1.1900,86.0000,7.1600,6.9000,2.9000,14.7000,,1.6400,6.0000,
2024-02-24,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,84674.25030,1273.75068,,,15.0000,,11.0000,,64.8000,0.7000,90.0000,7.2000,6.9300,2.9000,14.5000,,1.6300,5.0000,
2024-02-25,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,85961.25030,1287.00000,,,13.8000,,11.0000,,51.7000,0.7000,90.0000,7.3800,7.1300,2.9000,14.5000,,1.6000,4.0000,
2024-02-26,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,87306.25030,1345.00000,87.2000,,13.3000,,11.0000,,61.3000,0.7000,92.0000,7.2100,6.9500,2.9000,14.3000,1.5000,1.5900,4.0000,
2024-02-27,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,88662.25030,1356.00000,84.8000,,13.5000,,13.0000,,40.4000,0.7000,93.0000,7.1900,6.9300,2.9000,14.7000,1.6000,0.5000,2.0000,
2024-02-28,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,90057.82030,1395.57000,86.7000,,14.0000,,21.0000,,59.3000,1.3200,93.0000,7.1900,6.9400,2.9000,14.4000,1.6000,1.7900,4.0000,
2024-02-29,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,91513.91060,1456.09030,88.4000,,14.4000,,25.0000,,67.2000,1.4100,82.0000,7.2100,6.9500,2.9000,14.7000,1.5000,1.7800,5.0000,
2024-03-01,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,93007.91060,1494.00000,92.0000,,16.4000,,17.0000,,64.4000,1.1800,83.0000,7.1600,6.9100,3.3000,14.5000,1.5000,1.7800,5.0000,
2024-03-02,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,94554.51733,1546.60673,109.6000,,15.2000,,13.0000,,72.0000,1.4500,91.0000,7.2100,6.9700,3.4000,15.0000,,1.7700,3.0000,
2024-03-04,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,97672.14733,1569.00000,116.0000,,15.3000,,18.0000,,72.4000,1.1900,89.0000,7.2500,6.9900,3.3000,14.6000,,1.8700,3.0000,
2024-03-05,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,99216.14733,1544.00000,,,,,,,,,,,,,,,1.8500,3.0000,
2024-03-06,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,100734.44733,1518.30000,104.0000,,,,,,75.0000,1.7900,,,,,,,1.7300,5.0000,
2024-03-07,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,102277.33432,1542.88699,93.2000,,16.1000,,16.0000,,70.0000,1.5100,88.0000,7.2100,6.9400,3.1000,14.8000,1.6000,1.9200,4.0000,
2024-03-08,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,103817.66000,1540.32568,92.8000,,15.5000,,19.0000,,71.0000,1.3600,88.0000,7.2200,6.9600,3.1000,14.6000,,1.8000,4.0000,
2024-03-09,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,105245.99000,1428.33000,96.4000,,15.8000,,17.0000,,68.8000,1.6300,87.0000,7.2400,7.0000,3.0000,14.6000,1.6000,1.8400,4.0000,
2024-03-10,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,106685.96000,1439.97000,89.6000,,16.2000,,11.0000,,67.6000,1.5200,89.0000,7.2000,6.9500,3.0000,14.6000,,2.0100,5.0000,
2024-03-11,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,108000.22524,1314.26524,96.0000,,16.7000,,12.0000,,65.4000,1.6600,89.0000,7.1600,6.9100,3.0000,14.6000,,2.0600,3.0000,
2024-03-12,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,109526.90524,1526.68000,80.8000,,13.9000,,15.0000,,68.0000,1.0000,89.0000,7.1700,6.9200,3.0000,14.6000,,1.2900,5.0000,
2024-03-13,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,111098.66347,1571.75823,76.0000,,15.1000,,10.0000,,70.8000,1.1500,88.0000,7.1800,6.9200,3.0000,14.7000,,1.6300,5.0000,
2024-03-14,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,112457.03347,1358.37000,88.0000,,17.6000,,15.0000,,68.4000,1.0500,81.0000,7.1700,6.9000,3.0000,14.7000,,1.4100,6.0000,
2024-03-15,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,113750.60513,1293.57166,102.0000,,15.6000,,15.0000,,66.4000,0.8400,90.0000,7.2500,7.0100,3.0000,14.7000,,1.1800,5.0000,
2024-03-16,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,115086.83513,1336.23000,92.0000,,16.2000,,13.0000,,54.2000,0.8200,92.0000,7.3000,7.0500,2.9000,14.6000,,0.8900,6.0000,
2024-03-17,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,116422.73513,1335.90000,96.0000,,17.6000,,4.0000,,52.8000,1.0200,90.0000,6.9400,6.7200,2.9000,15.0000,,1.2900,4.0000,
2024-03-18,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,118102.30773,1679.57260,77.2000,,16.2000,,15.0000,,49.8000,0.6900,90.0000,7.1600,6.9200,2.9000,14.5000,,1.0100,4.0000,
2024-03-19,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,119709.57519,1607.26746,100.0000,,15.2000,,13.0000,,53.8000,0.5700,85.0000,7.2500,7.0500,3.0000,14.7000,,0.8800,4.0000,
2024-03-20,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,121033.68716,1324.11197,122.0000,,15.8000,,23.0000,,44.6000,0.4700,93.0000,7.3900,7.1400,3.0000,14.4000,,0.8400,5.0000,
2024-03-21,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,122354.95213,1321.26497,128.0000,,15.0000,,13.0000,,48.6000,0.3900,91.0000,7.4200,7.1500,3.0000,14.5000,,0.7600,6.0000,
2024-03-22,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,123596.10805,1241.15592,117.2000,,14.6000,,15.0000,,45.0000,0.3600,92.0000,7.3000,7.1200,3.1000,14.5000,,0.5700,5.0000,
2024-03-23,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,124841.59476,1245.48671,109.0000,,13.7000,,10.0000,,47.4000,0.3500,90.0000,7.2800,7.1100,3.1000,14.5000,,0.4900,2.0000,
2024-03-25,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,126748.43856,837.72803,110.8000,,13.5000,,10.0000,,42.4000,0.2600,92.0000,7.2700,7.1000,2.9000,13.1000,,0.3800,2.0000,
2024-03-26,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,127498.72021,750.28165,106.4000,,11.7000,,14.0000,,40.2000,0.2600,93.0000,7.3200,7.1100,2.9000,12.6000,,0.4200,2.0000,
2024-03-27,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,128203.20062,704.48041,111.2000,,11.8000,,17.0000,,35.4000,0.2200,94.0000,7.3100,7.1100,2.9000,12.6000,,0.3700,2.0000,
2024-03-28,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,128785.13870,581.93808,108.8000,,11.0000,,12.0000,,36.0000,0.2100,98.0000,7.3400,7.1500,2.9000,11.1000,2.1000,0.2900,3.0000,
2024-03-29,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,129200.20575,415.06705,109.2000,,11.7000,,15.0000,,33.7000,0.1700,96.0000,7.3200,7.1400,2.9000,10.9000,2.1000,0.2600,3.0000,
2024-03-30,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,129516.32008,316.11433,97.6000,,10.8000,,15.0000,,24.0000,0.1500,98.0000,7.3200,7.1400,2.9000,10.2000,,0.2300,3.0000,
2024-03-31,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,129898.65605,382.33597,100.0000,,11.1000,,19.0000,,33.0000,0.1700,96.0000,7.3100,7.1200,2.8000,9.8000,,0.2400,3.0000,
2024-04-01,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,130190.76186,292.10581,98.6000,,11.3000,,13.0000,,29.7000,0.1500,92.0000,7.3000,7.1000,2.8000,10.1000,,0.2200,4.0000,
2024-04-02,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,130486.35186,295.59000,,,11.3000,,12.0000,,26.3000,0.1200,93.0000,7.3200,7.1100,3.0000,9.9000,,0.1600,5.0000,
2024-04-03,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,130486.35186,0.00000,91.0000,,11.4000,,19.0000,,31.8000,0.1200,95.0000,7.3200,7.1200,3.0000,9.2000,,0.1600,6.0000,
2024-04-06,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,129181.65135,0.00000,100.0000,,10.5000,,19.0000,,24.4000,0.0700,94.0000,7.3600,7.1300,3.3000,8.0000,,0.1100,5.0000,
2024-04-07,Postsmolt B2,RASB2_52.2023-12-11.2024-04-09,RASB2_52,129181.65135,0.00000,64.0000,,9.3000,,22.0000,,10.4000,0.0300,100.0000,7.2600,7.0500,3.3000,8.0000,,0.0800,3.0000,
2024-04-22,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,40703.52096,0.00000,,,1.8000,,9.0000,,11.0000,0.0100,99.0000,,,2.9000,12.2000,,0.0400,1.0000,
2024-04-26,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,69558.62441,455.69390,49.2000,,6.8000,,16.0000,,8.6000,0.1000,94.0000,7.3700,7.1200,3.1000,12.1000,,0.1700,1.0000,
2024-04-27,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,70153.90702,595.28261,47.2000,,7.4000,,20.0000,,7.4000,0.1100,94.0000,7.3200,7.0700,3.1000,12.1000,,0.2000,1.0000,
2024-04-28,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,70738.73185,584.82483,36.0000,,7.7000,,20.0000,,12.9000,0.1300,93.0000,7.2000,6.9700,3.1000,12.1000,,0.2500,2.0000,
2024-04-29,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,71343.63185,604.90000,,,8.2000,,17.0000,,12.2000,0.0900,92.0000,7.2200,6.9500,3.1000,12.2000,,0.1900,2.0000,
2024-04-30,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,71942.77072,599.13887,38.0000,,7.8000,,17.0000,,13.2000,0.0900,95.0000,7.2400,6.9700,3.1000,12.2000,,0.1900,3.0000,
2024-05-01,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,72548.75062,605.97990,41.2000,,5.8000,,14.0000,,14.3000,0.0700,95.0000,7.2700,7.0600,3.1000,12.0000,,0.2000,2.0000,
2024-05-02,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,73177.07062,628.32000,,,9.0000,,12.0000,,10.2000,0.0900,94.0000,7.3100,7.0400,3.1000,12.3000,,0.2000,1.0000,
2024-05-03,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,73176.34499,-0.72563,48.4000,,7.4000,,7.0000,,13.2000,0.1000,105.0000,7.3100,7.0400,3.1000,12.2000,,0.2000,1.0000,
2024-05-04,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,73861.47499,685.13000,41.2000,,,,17.0000,,15.4000,0.0800,,,,,,,0.1700,3.0000,
2024-05-05,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,74565.91581,704.44082,40.0000,,7.6000,,14.0000,,9.3000,0.0900,90.0000,7.2400,6.9800,3.1000,11.9000,,0.2300,2.0000,
2024-05-06,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,75365.32720,799.41139,41.6000,,7.6000,,14.0000,,10.1000,0.0900,105.0000,7.2200,7.0000,3.1000,11.9000,,0.2500,3.0000,
2024-05-07,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,76191.04720,825.72000,,,8.1000,,19.0000,,12.7000,,111.0000,7.2100,6.9700,3.0000,11.9000,,,1.0000,
2024-05-08,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,77066.15720,875.11000,37.6000,,8.5000,,17.0000,,12.4000,0.1100,100.0000,7.1900,6.9500,2.6000,12.1000,,0.3300,4.0000,
2024-05-09,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,77999.50720,933.35000,,,8.7000,,18.0000,,16.2000,0.1000,103.0000,7.2500,7.0100,3.0000,12.0000,4.6000,0.3200,5.0000,
2024-05-10,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,78992.72720,993.22000,44.8000,,,,15.0000,,25.4000,0.1100,,,,,,,0.3200,4.0000,
2024-05-11,Postsmolt B2,RASB2_53.2024-04-22.2024-06-20,RASB2_53,80018.57366,1025.84646,,,9.8000,,9.0000,,18.4000,0.1200,97.0000,7.3500,6.9700,3.0000,12.2000,,0.2900,4.0000,
